date,site,latitude,longitude,co,nox,no2,o3,so2,pm10,pm25
2023-08-09 15:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,117.42992,63.59521,,,45.411,
2017-12-08 17:00:00,Blackburn Accrington Road,53.747763,-2.45268,,24.67069,12.77471,,,,
2017-12-11 22:00:00,Barnsley Gawber,53.56292,-1.510436,,6.60784,5.9908,48.79487,0.77339,,
2021-12-08 17:00:00,Belfast Centre,54.59965,-5.928833,0.044342,16.47109,10.88171,43.85551,0.81656,14.925,6.368
2019-05-10 02:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,10.94875,7.0134,43.55615,,10.65,5.613
2023-11-04 04:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,28.64371,17.57627,,,,
2021-05-11 06:00:00,Birkenhead Borough Road,53.388624,-3.024942,,80.90718,38.09258,,,,
2017-04-09 22:00:00,Billingham,54.60537,-1.275039,,6.97484,6.48239,,,,
2021-01-12 20:00:00,Birmingham Ladywood,52.481346,-1.918235,,26.77767,23.99895,38.96754,0.26014,5.725,3.208
2019-11-11 01:00:00,Belfast Centre,54.59965,-5.928833,0.053439,,,55.48046,,6.675,4.104
2016-11-09 21:00:00,Aston Hill,52.50385,-3.034178,,2.55558,2.13483,60.17036,,,
2023-10-09 19:00:00,Billingham,54.60537,-1.275039,,14.41555,12.36091,,,,
2017-05-06 23:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,46.06973,30.72097,,,,
2020-11-05 20:00:00,Blackburn Accrington Road,53.747763,-2.45268,,24.90355,19.3299,,,,
2020-04-02 00:00:00,Blackburn Accrington Road,53.747763,-2.45268,,3.36556,2.52852,,,,
2020-05-03 20:00:00,Aston Hill,52.50385,-3.034178,,16.72236,16.13029,55.13121,,,
2022-02-10 03:00:00,Billingham,54.60537,-1.275039,,3.98013,3.39359,,,,
2021-10-04 11:00:00,Billingham,54.60537,-1.275039,,5.13419,3.30181,,,,
2019-11-02 19:00:00,Billingham,54.60537,-1.275039,,109.68871,67.68346,,,,
2016-06-06 09:00:00,Aston Hill,52.50385,-3.034178,,7.43628,5.83647,75.03832,,,
2015-06-03 00:00:00,Armagh Roadside,54.353728,-6.654558,,10.33706,6.25388,,,16.6,
2016-08-04 03:00:00,Aston Hill,52.50385,-3.034178,,1.90103,1.40378,72.88097,,,
2021-09-10 01:00:00,Barnsley Gawber,53.56292,-1.510436,,29.54997,17.84991,1.79613,1.23128,,
2021-06-12 04:00:00,Bath A4 Roadside,51.390922,-2.35503,,22.80884,14.28507,,,,
2017-04-10 02:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,14.5185,10.00997,47.29809,,6.675,3.443
2020-03-05 19:00:00,Aston Hill,52.50385,-3.034178,,8.21246,7.41376,76.83445,,,
2019-05-07 20:00:00,Aston Hill,52.50385,-3.034178,,2.29059,1.85034,52.08777,,,
2022-02-07 03:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,7.27923,5.61507,,,,
2022-09-10 08:00:00,Aston Hill,52.50385,-3.034178,,4.13245,3.34635,42.70798,,,
2022-07-12 16:00:00,Belfast Centre,54.59965,-5.928833,0.105092,45.44435,38.08485,22.53006,0.59147,11.45,7.877
2016-12-09 14:00:00,Birkenhead Borough Road,53.388624,-3.024942,,15.27514,9.55772,,,,
2023-10-07 08:00:00,Birmingham Ladywood,52.481346,-1.918235,,9.945,7.50656,61.31788,0.55679,10.925,5.047
2022-12-03 18:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,38.0533,21.59473,,,9.662,
2017-08-04 13:00:00,Belfast Centre,54.59965,-5.928833,0.045695,19.40948,12.49771,80.92564,2.05821,,15.2
2022-02-02 07:00:00,Armagh Roadside,54.353728,-6.654558,,82.06724,35.7917,,,31.885,
2016-07-07 19:00:00,Armagh Roadside,54.353728,-6.654558,,43.71593,25.10061,,,11.2,
2021-09-06 15:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,55.97279,21.5647,,,,
2017-05-09 00:00:00,Armagh Roadside,54.353728,-6.654558,,6.01641,3.34659,,,10.0,
2018-08-05 05:00:00,Aston Hill,52.50385,-3.034178,,3.86878,3.51873,131.51663,,,
2020-06-09 01:00:00,Birmingham Ladywood,52.481346,-1.918235,,5.22698,4.65199,39.44834,0.25671,5.7,3.42
2018-08-07 13:00:00,Blackburn Accrington Road,53.747763,-2.45268,,15.5013,8.14525,,,,
2017-07-02 08:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,30.67076,16.05305,,,,
2020-08-09 05:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,71.18813,26.90671,14.31915,,5.2,3.042
2019-02-02 01:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,20.14391,13.3927,,,,
2017-06-02 08:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,730.22836,125.85971,,,,
2017-12-07 04:00:00,Aston Hill,52.50385,-3.034178,,8.3294,7.66282,37.76862,,,
2021-02-12 09:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,98.67348,45.11677,,,,
2019-06-01 10:00:00,Belfast Centre,54.59965,-5.928833,0.092968,54.12704,32.75138,14.06969,0.4984,22.6,18.0
2016-05-12 10:00:00,Birkenhead Borough Road,53.388624,-3.024942,,139.1731,51.86652,,,,
2018-06-11 22:00:00,Armagh Roadside,54.353728,-6.654558,,18.22592,10.53973,,,8.4,
2022-12-02 09:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,57.64204,24.75488,,,0.966,
2022-02-06 03:00:00,Aston Hill,52.50385,-3.034178,,6.12731,5.49967,70.79746,,,
2015-04-07 20:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,79.7173,36.94998,,,,
2018-03-04 14:00:00,Billingham,54.60537,-1.275039,,84.49681,43.83333,,,,
2015-12-06 03:00:00,Billingham,54.60537,-1.275039,,21.53714,20.18453,,,,
2021-06-05 06:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,175.20246,72.57623,,,,
2022-01-09 00:00:00,Billingham,54.60537,-1.275039,,7.3424,6.27669,,,,
2023-09-07 08:00:00,Ballymena Antrim Road,54.851491,-6.274961,,16.37004,7.24742,,,,
2016-01-05 18:00:00,Barnsley Gawber,53.56292,-1.510436,,13.16517,10.74634,46.30024,1.91984,,
2017-05-05 17:00:00,Aston Hill,52.50385,-3.034178,,2.69878,2.30251,97.44005,,,
2017-05-11 10:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,88.7192,39.92973,,,5.833,
2015-05-07 02:00:00,Aston Hill,52.50385,-3.034178,,1.02223,0.73297,60.17036,,,
2022-12-10 15:00:00,Birkenhead Borough Road,53.388624,-3.024942,,32.08101,24.42617,,,,
2022-09-09 05:00:00,Blackburn Accrington Road,53.747763,-2.45268,,27.76226,26.44542,,,,
2015-06-03 14:00:00,Barnsley Gawber,53.56292,-1.510436,,15.82594,12.35858,70.548,1.28455,,
2017-04-10 20:00:00,Ballymena Ballykeel,54.861595,-6.250873,,7.92126,6.51611,,0.5273,,
2017-11-01 07:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,123.25489,54.89353,,,21.066,
2016-03-07 06:00:00,Armagh Roadside,54.353728,-6.654558,,7.31101,3.61893,,,3.9,
2023-05-09 11:00:00,Birmingham Ladywood,52.481346,-1.918235,,15.93113,15.04086,111.90888,5.65441,24.975,14.387
2020-10-07 02:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,13.44806,6.11747,,,5.797,
2017-07-12 12:00:00,Aston Hill,52.50385,-3.034178,,1.78319,1.61226,68.01331,,,
2017-01-09 00:00:00,Birkenhead Borough Road,53.388624,-3.024942,,15.67224,14.96028,,,,
2018-07-10 17:00:00,Barnsley Gawber,53.56292,-1.510436,,11.65552,10.03288,45.55185,0.52869,,
2022-04-10 02:00:00,Barnsley Gawber,53.56292,-1.510436,,7.50121,7.05983,53.2353,0.52958,,
2023-11-10 03:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,9.945,8.0325,66.45681,,5.4,2.925
2021-05-12 16:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,498.86311,106.93884,,,30.918,
2019-02-10 03:00:00,Billingham,54.60537,-1.275039,,4.4749,2.52815,,,,
2021-12-11 14:00:00,Ballymena Ballykeel,54.861595,-6.250873,,5.02522,3.62899,,1.03313,,
2023-03-04 12:00:00,Ballymena Antrim Road,54.851491,-6.274961,,19.21939,9.32293,,,,
2023-09-05 12:00:00,Ballymena Antrim Road,54.851491,-6.274961,,38.67299,15.22496,,,,
2022-11-01 13:00:00,Billingham,54.60537,-1.275039,,39.58058,28.61441,,,,
2017-01-11 12:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,98.31003,37.74768,,,,
2018-04-11 06:00:00,Birkenhead Borough Road,53.388624,-3.024942,,8.36804,6.2047,,,,
2021-10-07 07:00:00,Birmingham Ladywood,52.481346,-1.918235,,10.89544,6.1574,29.62472,0.56989,7.9,5.189
2017-06-02 12:00:00,Billingham,54.60537,-1.275039,,108.28384,48.73576,,,,
2022-05-11 13:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,39.99607,22.94897,,,,
2017-07-03 16:00:00,Armagh Roadside,54.353728,-6.654558,,123.43562,51.27173,,,9.2,
2022-09-01 08:00:00,Ballymena Antrim Road,54.851491,-6.274961,,23.95122,13.92238,,,,
2021-03-08 21:00:00,Billingham,54.60537,-1.275039,,7.53049,6.67422,,,,
2021-03-07 02:00:00,Birkenhead Borough Road,53.388624,-3.024942,,21.50294,20.94846,,,,
2017-11-02 08:00:00,Birkenhead Borough Road,53.388624,-3.024942,,21.2976,16.86108,,,,
2022-03-04 13:00:00,Barnsley Gawber,53.56292,-1.510436,,8.17117,6.13219,78.4809,1.76076,,
2015-03-08 17:00:00,Blackburn Accrington Road,53.747763,-2.45268,,36.13764,25.43768,,,,
2020-07-08 09:00:00,Armagh Roadside,54.353728,-6.654558,,51.0827,18.18665,,,12.561,
2022-09-02 04:00:00,Billingham,54.60537,-1.275039,,2.2938,1.88849,,,,
2021-07-09 14:00:00,Barnsley Gawber,53.56292,-1.510436,,11.33767,9.45638,115.45125,1.07027,,
2018-12-09 18:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,53.48458,32.51716,27.59055,,12.0,5.9
2017-12-09 08:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,168.04992,51.3709,,,,
2021-07-09 19:00:00,Armagh Roadside,54.353728,-6.654558,,23.50271,18.48782,,,23.189,
2020-11-08 19:00:00,Ballymena Ballykeel,54.861595,-6.250873,,20.07739,17.55607,,1.31856,,
2019-09-09 01:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,27.60596,18.17175,30.20159,,11.6,8.184
2019-04-06 19:00:00,Ballymena Antrim Road,54.851491,-6.274961,,14.84483,10.61407,,,,
2020-05-06 11:00:00,Bath A4 Roadside,51.390922,-2.35503,,51.68745,21.18181,,,,
2022-10-08 01:00:00,Blackburn Accrington Road,53.747763,-2.45268,,,,,,,
2019-06-03 22:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,110.26103,42.71932,,,,
2020-04-04 14:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,10.99115,6.23412,,,,
2022-02-01 04:00:00,Ballymena Antrim Road,54.851491,-6.274961,,,,,,,
2017-09-06 05:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,126.17049,42.31741,,,,
2021-08-12 23:00:00,Bath A4 Roadside,51.390922,-2.35503,,14.55335,10.08193,,,,
2018-05-09 21:00:00,Barnsley Gawber,53.56292,-1.510436,,11.62299,10.29653,39.46497,1.32947,,
2017-01-02 23:00:00,Birkenhead Borough Road,53.388624,-3.024942,,13.85033,11.62513,,,,
2023-08-04 05:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,27.26035,24.43993,75.88649,,27.6,14.41
2022-05-11 11:00:00,Bath A4 Roadside,51.390922,-2.35503,,47.38778,26.49304,,,,
2023-04-11 17:00:00,Birmingham Ladywood,52.481346,-1.918235,,46.47375,46.47375,16.96345,9.91185,9.3,7.925
2020-10-12 06:00:00,Blackburn Accrington Road,53.747763,-2.45268,,27.01253,17.62067,,,,
2020-02-10 04:00:00,Aston Hill,52.50385,-3.034178,,6.97643,6.34145,48.44562,,,
2015-07-09 15:00:00,Billingham,54.60537,-1.275039,,16.69947,11.53716,,,,
2015-10-07 14:00:00,Armagh Roadside,54.353728,-6.654558,,,,,,13.9,
2020-09-10 20:00:00,Billingham,54.60537,-1.275039,,12.6736,10.83573,,,,
2015-10-09 15:00:00,Ballymena Ballykeel,54.861595,-6.250873,,,,,1.41028,,
2017-06-03 00:00:00,Belfast Centre,54.59965,-5.928833,0.073732,15.60154,14.62234,51.48906,4.39758,8.43,6.5
2019-11-12 12:00:00,Belfast Centre,54.59965,-5.928833,0.076976,,,,0.44526,7.15,4.151
2022-12-04 17:00:00,Barnsley Gawber,53.56292,-1.510436,,55.79512,43.54662,11.87442,1.23618,,
2018-12-12 06:00:00,Blackburn Accrington Road,53.747763,-2.45268,,39.68551,25.33826,,,,
2021-06-07 21:00:00,Blackburn Accrington Road,53.747763,-2.45268,,25.3929,16.0258,,,,
2018-03-10 04:00:00,Aston Hill,52.50385,-3.034178,,1.50765,0.84722,48.14626,,,
2023-09-07 14:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,39.41347,17.00839,,,28.02,
2023-10-08 04:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,73.96191,36.11733,4.39054,,15.2,7.83
2021-09-10 10:00:00,Ballymena Ballykeel,54.861595,-6.250873,,12.78922,8.52658,,0.87689,,
2017-10-09 14:00:00,Belfast Centre,54.59965,-5.928833,0.084037,8.30742,5.68866,58.86713,7.69795,5.8,4.8
2020-09-02 21:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,16.19555,7.61366,,,,
2018-11-01 05:00:00,Aston Hill,52.50385,-3.034178,,3.83541,3.60337,58.01816,,,
2017-06-12 17:00:00,Ballymena Ballykeel,54.861595,-6.250873,,,,,,,
2021-05-11 16:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,125.59545,59.16777,25.99399,,14.825,6.392
2018-06-02 11:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,194.43334,89.67853,,,11.666,
2023-01-04 23:00:00,Birmingham Ladywood,52.481346,-1.918235,,17.15345,14.60977,47.79702,0.5987,7.875,5.825
2018-06-08 14:00:00,Blackburn Accrington Road,53.747763,-2.45268,,33.97922,18.45972,,,,
2018-07-06 22:00:00,Aston Hill,52.50385,-3.034178,,8.71118,8.39429,55.28089,,,
2017-10-06 20:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,38.91555,22.60288,,,,
2016-04-08 07:00:00,Billingham,54.60537,-1.275039,,24.52255,14.29785,,,,
2016-05-07 00:00:00,Belfast Centre,54.59965,-5.928833,0.05433,50.81831,20.18453,45.43544,1.16459,101.071,8.13
2022-12-05 14:00:00,Blackburn Accrington Road,53.747763,-2.45268,,19.22387,9.52396,,,,
2016-01-10 07:00:00,Armagh Roadside,54.353728,-6.654558,,148.13843,32.47712,,,,
2019-01-08 09:00:00,Birmingham Ladywood,52.481346,-1.918235,,,,,,16.925,11.604
2020-06-12 07:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,103.50518,35.89734,,,19.324,
2023-11-05 09:00:00,Ballymena Antrim Road,54.851491,-6.274961,,39.53224,15.64955,,,,
2022-06-05 19:00:00,Armagh Roadside,54.353728,-6.654558,,26.19802,15.80102,,,4.831,
2016-11-10 19:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,44.68222,24.80417,,,8.858,
2022-03-11 11:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,216.49439,53.78103,,,22.223,
2023-09-07 20:00:00,Birkenhead Borough Road,53.388624,-3.024942,,6.69402,5.95913,,,,
2022-07-06 21:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,26.79972,16.16223,,,,
2023-05-09 11:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,84.06878,37.47818,,,23.189,
2016-03-05 06:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,233.30731,77.39792,,,,
2020-03-01 02:00:00,Barnsley Gawber,53.56292,-1.510436,,4.38627,3.54278,67.8538,0.84138,,
2023-08-09 04:00:00,Birmingham Ladywood,52.481346,-1.918235,,21.36645,21.92873,73.99058,6.65225,40.3,31.085
2023-11-03 12:00:00,Ballymena Antrim Road,54.851491,-6.274961,,25.71386,8.46482,,,,
2021-12-01 11:00:00,Bath A4 Roadside,51.390922,-2.35503,,,,,,,
2023-04-07 21:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,46.70559,24.60861,46.74927,,6.95,3.137
2023-08-10 20:00:00,Billingham,54.60537,-1.275039,,8.98875,8.22375,,,,
2022-04-08 03:00:00,Ballymena Antrim Road,54.851491,-6.274961,,15.66272,6.23293,,,,
2017-07-11 01:00:00,Belfast Centre,54.59965,-5.928833,,9.00966,8.02206,69.51688,5.58901,3.9,5.7
2023-08-05 11:00:00,Belfast Centre,54.59965,-5.928833,0.056779,10.1338,7.4623,61.35243,0.28392,6.175,2.854
2018-12-10 18:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,38.81649,20.22967,47.39788,,16.7,7.4
2022-12-04 22:00:00,Birmingham Ladywood,52.481346,-1.918235,,13.54551,12.29641,49.34368,0.6795,15.375,11.486
2019-07-07 06:00:00,Ballymena Antrim Road,54.851491,-6.274961,,7.48566,4.03009,,,,
2023-10-07 01:00:00,Belfast Centre,54.59965,-5.928833,0.075908,13.22567,8.89295,31.84988,0.09307,7.4,4.67
2019-12-02 15:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,114.03969,36.4431,,,,
2023-04-04 08:00:00,Aston Hill,52.50385,-3.034178,,11.00682,8.24482,60.89237,,,
2020-07-05 02:00:00,Ballymena Antrim Road,54.851491,-6.274961,,11.25006,9.95376,,,,
2023-04-01 03:00:00,Blackburn Accrington Road,53.747763,-2.45268,,2.01561,0.86016,,,,
2023-12-06 16:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,206.85476,99.08946,,,,
2023-08-03 06:00:00,Ballymena Antrim Road,54.851491,-6.274961,,158.61177,51.32389,,,,
2022-01-11 06:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,17.06652,14.5237,47.09852,,14.775,10.259
2021-12-01 22:00:00,Ballymena Ballykeel,54.861595,-6.250873,,86.26523,40.94084,,1.03778,,
2016-07-01 20:00:00,Belfast Centre,54.59965,-5.928833,0.098084,50.83186,43.59448,29.73593,0.50424,10.1,5.8
2018-05-10 08:00:00,Birmingham Ladywood,52.481346,-1.918235,,,,,,17.5,12.0
2021-01-09 16:00:00,Belfast Centre,54.59965,-5.928833,0.062422,21.48217,16.59521,61.56735,3.77379,14.425,7.689
2020-07-04 00:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,3.82168,2.18584,,,,
2016-08-02 16:00:00,Armagh Roadside,54.353728,-6.654558,,80.5545,27.99422,,,12.0,
2023-05-01 09:00:00,Aston Hill,52.50385,-3.034178,,1.6489,1.34442,,,,
2020-02-06 15:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,58.31255,30.96291,,,,
2017-10-05 17:00:00,Blackburn Accrington Road,53.747763,-2.45268,,37.49695,25.70304,,,,
2022-07-12 18:00:00,Ballymena Antrim Road,54.851491,-6.274961,,161.27682,65.62068,,,,
2018-12-01 12:00:00,Billingham,54.60537,-1.275039,,26.78797,17.4959,,,,
2015-08-04 01:00:00,Aston Hill,52.50385,-3.034178,,6.6708,6.0282,80.42671,,,
2016-07-09 15:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,158.07338,58.86006,,,18.624,
2017-09-09 02:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,61.54795,17.66892,,,,
2017-04-07 18:00:00,Billingham,54.60537,-1.275039,,17.4714,14.82909,,,,
2023-02-06 03:00:00,Barnsley Gawber,53.56292,-1.510436,,2.5313,2.35116,87.51145,0.31365,9.85,5.071
2017-06-10 11:00:00,Barnsley Gawber,53.56292,-1.510436,,11.22827,8.18755,57.07702,1.21599,,
2022-04-12 00:00:00,Ballymena Ballykeel,54.861595,-6.250873,,6.95538,4.85342,,0.17647,,
2019-03-04 04:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,15.09256,6.98003,,,,
2018-03-01 15:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,415.93105,95.53359,,,,
2016-12-11 20:00:00,Blackburn Accrington Road,53.747763,-2.45268,,57.41182,35.80822,,,,
2022-11-08 22:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,43.20513,37.13035,,,17.3,6.344
2016-10-10 06:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,199.60906,45.04894,2.29506,,13.5,
2022-09-06 23:00:00,Barnsley Gawber,53.56292,-1.510436,,6.2033,5.76006,43.00734,0.8272,,
2020-04-03 00:00:00,Ballymena Ballykeel,54.861595,-6.250873,,41.48769,28.93579,,,,
2018-10-09 03:00:00,Barnsley Gawber,53.56292,-1.510436,,7.92336,6.39983,36.67099,1.13208,,
2022-07-03 06:00:00,Armagh Roadside,54.353728,-6.654558,,176.05512,77.88173,,,15.459,
2017-11-05 22:00:00,Ballymena Ballykeel,54.861595,-6.250873,,23.67006,22.50726,,1.34642,,
2021-08-05 03:00:00,Barnsley Gawber,53.56292,-1.510436,,29.51007,26.16687,9.9785,1.08342,,
2022-11-06 06:00:00,Armagh Roadside,54.353728,-6.654558,,17.33872,9.36901,,,21.256,
2022-10-10 07:00:00,Ballymena Ballykeel,54.861595,-6.250873,,18.05378,14.03467,,,,
2023-12-06 13:00:00,Barnsley Gawber,53.56292,-1.510436,,8.20595,7.43778,156.3631,2.08536,36.2,17.665
2021-11-08 08:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,25.32042,11.9648,,,,
2018-10-08 18:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,138.01392,56.03058,,,7.5,
2022-04-09 00:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,28.95901,16.63938,,,12.561,
2022-07-08 04:00:00,Blackburn Accrington Road,53.747763,-2.45268,,7.65725,6.43689,,,,
2022-08-11 16:00:00,Armagh Roadside,54.353728,-6.654558,,127.37848,49.8758,,,8.696,
2018-05-02 08:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,210.35663,80.09597,,,,
2017-08-09 14:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,145.23592,51.73742,,,,
2021-02-03 13:00:00,Birmingham Ladywood,52.481346,-1.918235,,33.03125,18.95689,43.55615,0.60542,39.85,29.245
2023-02-10 14:00:00,Barnsley Gawber,53.56292,-1.510436,,18.36,14.72625,39.11572,1.39697,9.8,5.094
2022-02-01 14:00:00,Aberdeen Erroll Park,57.1574,-2.09477,,14.7176,10.899,64.06197,,8.3,4.929
2016-07-04 09:00:00,Belfast Centre,54.59965,-5.928833,0.135338,55.13355,33.39464,46.15056,1.12822,8.488,6.2
2023-06-01 17:00:00,Ballymena Ballykeel,54.861595,-6.250873,,28.82923,20.65421,,0.92123,,
2020-02-04 03:00:00,Aston Hill,52.50385,-3.034178,,1.7779,1.05298,77.48305,,,
2017-08-06 07:00:00,Belfast Centre,54.59965,-5.928833,0.144361,156.8403,47.62651,2.39783,5.24996,17.4,7.9
2019-07-01 22:00:00,Armagh Roadside,54.353728,-6.654558,,17.18853,9.71777,,,11.8,
2019-09-12 13:00:00,Ballymena Antrim Road,54.851491,-6.274961,,90.54171,33.69562,,,,
2022-08-08 02:00:00,Blackburn Accrington Road,53.747763,-2.45268,,15.9482,13.20239,,,,
2016-04-08 07:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,184.3301,71.29561,,,,
2019-02-09 17:00:00,Birmingham Ladywood,52.481346,-1.918235,,,,,,14.725,9.41
2020-06-11 17:00:00,Belfast Centre,54.59965,-5.928833,0.246047,98.90566,61.4037,4.22499,0.81454,28.55,20.165
2021-12-10 21:00:00,Aston Hill,52.50385,-3.034178,,2.33804,2.13643,,,,
2020-12-04 06:00:00,Birkenhead Borough Road,53.388624,-3.024942,,22.17819,17.03099,,,,
2015-11-12 16:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,280.0163,100.04622,,,,
2023-11-01 11:00:00,Blackburn Accrington Road,53.747763,-2.45268,,,,,,,
2018-05-03 06:00:00,Blackburn Accrington Road,53.747763,-2.45268,,48.83581,30.03943,,,,
2023-08-06 13:00:00,Ballymena Ballykeel,54.861595,-6.250873,,10.85273,7.29832,,,,
2022-03-12 16:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,27.09197,22.77009,23.9484,,8.925,5.873
2020-06-02 02:00:00,Belfast Centre,54.59965,-5.928833,0.070623,,,,1.11956,22.7,17.665
2019-10-03 12:00:00,Billingham,54.60537,-1.275039,,17.62428,13.94372,,,,
2020-06-05 08:00:00,Aston Hill,52.50385,-3.034178,,4.57238,3.03411,88.01037,,,
2023-10-09 07:00:00,Armagh Roadside,54.353728,-6.654558,,22.28063,5.78531,,,9.662,
2015-11-06 12:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,75.67284,33.83499,,,17.408,
2017-08-07 11:00:00,Armagh Roadside,54.353728,-6.654558,,45.87158,13.70059,,,7.6,
2016-07-12 11:00:00,Barnsley Gawber,53.56292,-1.510436,,32.92178,25.03415,30.73378,1.91319,,
2016-03-03 03:00:00,Ballymena Ballykeel,54.861595,-6.250873,,,,,0.35789,,
2019-04-02 15:00:00,Aberdeen Wellington Road,57.133888,-2.094198,,102.20413,35.43627,,,,
2018-02-03 12:00:00,Belfast Centre,54.59965,-5.928833,0.132296,19.03688,14.25469,65.15961,1.25129,17.7,4.066
2023-01-03 06:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,45.28921,25.24583,,,,
2016-12-03 15:00:00,Belfast Centre,54.59965,-5.928833,0.070725,47.90621,29.81492,42.75787,0.74239,,7.8
2019-06-09 22:00:00,Aston Hill,52.50385,-3.034178,,,,,,,
2022-04-01 08:00:00,Bath A4 Roadside,51.390922,-2.35503,,50.8814,21.60537,,,,
2021-08-08 04:00:00,Armagh Roadside,54.353728,-6.654558,,3.02937,1.52431,,,,
2021-01-09 12:00:00,Bath A4 Roadside,51.390922,-2.35503,,47.41821,24.39932,,,,
2023-09-09 23:00:00,Blackburn Accrington Road,53.747763,-2.45268,,41.55863,32.3595,,,,
2019-08-08 20:00:00,Armagh Roadside,54.353728,-6.654558,,17.38179,8.9233,,,9.2,
2017-01-08 09:00:00,Birkenhead Borough Road,53.388624,-3.024942,,29.25104,17.9981,,,,
2017-01-10 20:00:00,Ballymena Antrim Road,54.851491,-6.274961,,10.52746,5.21788,,,,
2016-02-10 11:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,158.0227,55.96836,,,,
2021-10-09 09:00:00,Birkenhead Borough Road,53.388624,-3.024942,,28.53111,18.39578,,,,
2021-09-10 08:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,287.61135,63.14326,,,18.358,
2017-06-11 04:00:00,Belfast Stockman's Lane,54.572586,-5.974944,,81.40874,38.36581,,,14.166,
2018-03-07 23:00:00,Ballymena Antrim Road,54.851491,-6.274961,,11.63272,10.83701,,,,
2019-01-10 08:00:00,Birmingham A4540 Roadside,52.476145,-1.874978,,161.06206,55.72854,6.03699,,12.1,6.392
2023-01-11 04:00:00,Ballymena Antrim Road,54.851491,-6.274961,,2.48625,2.10375,,,,
2016-09-10 14:00:00,Aberdeen Union Street Roadside,57.144555,-2.106472,,107.05601,47.55192,,,,
2019-05-06 00:00:00,Belfast Centre,54.59965,-5.928833,0.05802,12.30865,12.24009,54.7487,2.03566,4.7,2.5
